Mental Health Issue,HIV/AIDS,Tobacco Use,Alcohol Use,Access to Mental Health Services,Access to SRH Education,Physical Activity,Overweight/Obesity,Age Group,Education Level,Coping Mechanism
0.21,0.01,0.16,0.03,0.065,0.69,0.4,0.14,15-20,No Formal Education,Exercise
0.32,0.021,0.16,0.04,0.024,0.47,0.55,0.16,21-25,Secondary,Substance Use
0.28,0.022,0.15,0.19,0.068,0.66,0.35,0.15,21-25,Secondary,Exercise
0.16,0.015,0.17,0.13,0.073,0.7,0.32,0.03,21-25,Primary,Substance Use
0.23,0.015,0.06,0.17,0.036,0.61,0.47,0.11,15-20,Secondary,Isolation
0.3,0.02,0.09,0.09,0.018,0.68,0.49,0.09,15-20,Secondary,Exercise
0.31,0.028,0.12,0.17,0.085,0.46,0.65,0.09,15-20,No Formal Education,Socializing
0.26,0.013,0.15,0.04,0.04,0.55,0.39,0.04,21-25,Tertiary,Socializing
0.33,0.028,0.12,0.11,0.049,0.67,0.39,0.12,21-25,Primary,Socializing
0.19,0.018,0.13,0.16,0.047,0.51,0.19,0.08,15-20,Tertiary,Substance Use
0.26,0.024,0.09,0.17,0.048,0.71,0.39,0.15,15-20,Primary,Socializing
0.47,0.02,0.13,0.06,0.046,0.63,0.27,0.11,21-25,Secondary,Seeking Help
0.2,0.02,0.13,0.23,0.051,0.52,0.44,0.09,21-25,Secondary,Isolation
0.42,0.014,0.06,0.16,0.036,0.74,0.52,0.08,21-25,Secondary,Seeking Help
0.22,0.027,0.07,0.15,0.044,0.69,0.27,0.1,21-25,Tertiary,Isolation
0.19,0.012,0.13,0.12,0.061,0.73,0.4,0.16,26-30,Secondary,Exercise
0.31,0.016,0.09,0.08,0.049,0.65,0.34,0.07,21-25,Tertiary,Isolation
0.38,0.022,0.14,0.15,0.06,0.68,0.26,0.06,21-25,Primary,Seeking Help
0.23,0.03,0.18,0.19,0.058,0.61,0.42,0.12,26-30,Secondary,Socializing
0.1,0.021,0.16,0.04,0.069,0.56,0.35,0.2,26-30,Secondary,Isolation
0.43,0.026,0.14,0.12,0.057,0.64,0.46,0.15,21-25,Secondary,Socializing
0.23,0.021,0.19,0.14,0.023,0.7,0.4,0.03,26-30,Tertiary,Isolation
0.18,0.019,0.14,0.21,0.037,0.65,0.42,0.06,21-25,No Formal Education,Socializing
0.33,0.027,0.11,0.17,0.064,0.82,0.4,0.05,21-25,Tertiary,Socializing
0.24,0.016,0.11,0.19,0.084,0.65,0.43,0.28,15-20,Primary,Seeking Help
0.32,0.011,0.13,0.15,0.059,0.47,0.59,0.12,21-25,Secondary,Socializing
0.21,0.022,0.1,0.15,0.056,0.64,0.5,0.16,21-25,Tertiary,Exercise
0.23,0.026,0.16,0.14,0.027,0.67,0.3,0.05,21-25,Secondary,Exercise
0.19,0.023,0.14,0.13,0.031,0.71,0.6,0.08,21-25,Secondary,Seeking Help
0.2,0.02,0.16,0.06,0.056,0.56,0.38,0.09,21-25,Primary,Substance Use
0.28,0.014,0.15,0.14,0.012,0.52,0.36,0.12,26-30,Secondary,Exercise
0.48,0.022,0.12,0.19,0.094,0.67,0.43,0.14,21-25,Primary,Isolation
0.32,0.021,0.14,0.12,0.085,0.59,0.3,0.18,26-30,No Formal Education,Exercise
0.26,0.028,0.12,0.11,0.062,0.63,0.44,0.06,26-30,Secondary,Substance Use
0.28,0.02,0.09,0.21,0.061,0.67,0.47,0.13,26-30,Secondary,Seeking Help
0.15,0.007,0.13,0.19,0.092,0.63,0.37,0.15,15-20,No Formal Education,Socializing
0.46,0.016,0.15,0.18,0.079,0.68,0.42,0.12,26-30,Primary,Exercise
0.42,0.032,0.15,0.07,0.053,0.61,0.39,0.12,21-25,Primary,Exercise
0.4,0.017,0.17,0.19,0.056,0.58,0.1,0.12,21-25,No Formal Education,Isolation
0.35,0.017,0.09,0.09,0.071,0.66,0.36,0.19,21-25,Primary,Isolation
0.43,0.011,0.13,0.09,0.066,0.84,0.33,0.14,21-25,Secondary,Seeking Help
0.34,0.02,0.06,0.16,0.054,0.6,0.38,0.07,26-30,Secondary,Isolation
0.35,0.02,0.13,0.15,0.09,0.61,0.27,0.14,21-25,Tertiary,Seeking Help
0.25,0.017,0.13,0.15,0.021,0.53,0.26,0.1,26-30,Secondary,Isolation
0.35,0.018,0.08,0.14,0.054,0.61,0.31,0.08,26-30,Tertiary,Socializing
0.46,0.022,0.07,0.18,0.07,0.76,0.45,0.13,15-20,No Formal Education,Seeking Help
0.47,0.02,0.13,0.12,0.014,0.59,0.39,0.11,26-30,Secondary,Seeking Help
0.21,0.011,0.1,0.1,0.041,0.46,0.3,0.17,26-30,Secondary,Socializing
0.16,0.021,0.1,0.1,0.045,0.57,0.26,0.04,26-30,Primary,Socializing
0.32,0.019,0.11,0.21,0.036,0.43,0.5,0.13,15-20,Tertiary,Exercise
0.25,0.022,0.1,0.13,0.093,0.62,0.37,0.02,26-30,Tertiary,Exercise
0.3,0.026,0.13,0.2,0.047,0.54,0.49,0.07,15-20,Tertiary,Socializing
0.27,0.022,0.14,0.13,0.06,0.72,0.46,0.04,26-30,Secondary,Exercise
0.24,0.027,0.08,0.11,0.086,0.63,0.45,0.09,21-25,Primary,Exercise
0.45,0.028,0.12,0.18,0.043,0.64,0.24,0.08,15-20,Primary,Seeking Help
0.27,0.021,0.2,0.19,0.052,0.61,0.45,0.0,21-25,No Formal Education,Isolation
0.31,0.021,0.14,0.12,0.021,0.52,0.3,0.03,26-30,Secondary,Socializing
0.15,0.022,0.14,0.2,0.018,0.7,0.34,0.11,26-30,No Formal Education,Exercise
0.54,0.016,0.11,0.16,0.009,0.65,0.14,0.19,26-30,Secondary,Seeking Help
0.14,0.017,0.13,0.13,0.061,0.39,0.26,0.14,26-30,Secondary,Seeking Help
0.28,0.019,0.16,0.16,0.056,0.57,0.35,0.05,26-30,Secondary,Isolation
0.39,0.011,0.14,0.11,0.048,0.62,0.49,0.11,26-30,No Formal Education,Isolation
0.22,0.01,0.13,0.11,0.041,0.31,0.49,0.11,26-30,Primary,Socializing
0.29,0.017,0.11,0.23,0.018,0.58,0.38,0.11,26-30,Secondary,Socializing
0.45,0.016,0.11,0.23,0.034,0.63,0.31,0.13,21-25,Secondary,Socializing
0.29,0.023,0.11,0.19,0.017,0.69,0.38,0.03,26-30,Primary,Exercise
0.37,0.01,0.07,0.15,0.071,0.73,0.3,0.17,21-25,Secondary,Seeking Help
0.17,0.02,0.15,0.14,0.033,0.65,0.42,0.12,21-25,No Formal Education,Seeking Help
0.35,0.022,0.17,0.17,0.074,0.68,0.42,0.05,15-20,No Formal Education,Socializing
0.54,0.022,0.1,0.14,0.061,0.32,0.58,0.11,21-25,Primary,Seeking Help
0.43,0.024,0.1,0.13,0.065,0.57,0.5,0.06,21-25,No Formal Education,Exercise
0.43,0.018,0.1,0.09,0.048,0.72,0.37,0.04,15-20,No Formal Education,Seeking Help
0.41,0.021,0.14,0.16,0.062,0.56,0.4,0.15,15-20,Primary,Socializing
0.3,0.019,0.07,0.17,0.033,0.62,0.59,0.07,26-30,Primary,Seeking Help
0.17,0.016,0.14,0.1,0.029,0.59,0.46,0.17,15-20,Secondary,Seeking Help
0.19,0.016,0.07,0.17,0.049,0.53,0.51,0.0,15-20,Secondary,Socializing
0.29,0.012,0.13,0.25,0.055,0.46,0.37,0.06,15-20,Secondary,Isolation
0.36,0.021,0.19,0.15,0.051,0.65,0.43,0.06,21-25,Secondary,Substance Use
0.25,0.019,0.13,0.1,0.034,0.52,0.5,0.07,15-20,Tertiary,Socializing
0.4,0.016,0.16,0.16,0.05,0.66,0.41,0.04,21-25,Primary,Seeking Help
0.31,0.024,0.1,0.16,0.073,0.45,0.46,0.13,21-25,Primary,Socializing
0.32,0.022,0.12,0.17,0.039,0.71,0.36,0.16,15-20,Secondary,Seeking Help
0.36,0.024,0.14,0.14,0.035,0.56,0.53,0.17,26-30,No Formal Education,Isolation
0.19,0.02,0.09,0.14,0.076,0.56,0.22,0.1,15-20,Secondary,Socializing
0.21,0.016,0.11,0.1,0.064,0.6,0.48,0.08,15-20,Primary,Isolation
0.26,0.016,0.09,0.17,0.016,0.45,0.35,0.15,15-20,Primary,Isolation
0.29,0.023,0.12,0.1,0.041,0.63,0.33,0.16,15-20,Primary,Exercise
0.28,0.014,0.08,0.22,0.066,0.7,0.22,0.06,26-30,Secondary,Isolation
0.31,0.018,0.08,0.15,0.08,0.63,0.29,0.07,21-25,Primary,Substance Use
0.34,0.021,0.1,0.22,0.028,0.67,0.55,0.07,26-30,Primary,Substance Use
0.28,0.016,0.14,0.17,0.035,0.64,0.32,0.11,21-25,Tertiary,Socializing
0.51,0.019,0.15,0.27,0.038,0.75,0.53,0.11,21-25,Primary,Socializing
0.2,0.015,0.15,0.02,0.026,0.41,0.43,0.14,26-30,Secondary,Seeking Help
0.31,0.017,0.12,0.04,0.08,0.45,0.2,0.11,15-20,Secondary,Seeking Help
0.48,0.029,0.11,0.21,0.034,0.65,0.36,0.19,26-30,Primary,Seeking Help
0.22,0.013,0.09,0.1,0.029,0.7,0.4,0.11,26-30,Secondary,Seeking Help
0.18,0.024,0.14,0.18,0.074,0.79,0.43,0.08,21-25,No Formal Education,Seeking Help
0.41,0.021,0.09,0.17,0.048,0.46,0.48,0.04,21-25,Tertiary,Substance Use
0.42,0.002,0.17,0.19,0.033,0.66,0.48,0.11,15-20,Tertiary,Socializing
0.19,0.013,0.12,0.13,0.055,0.7,0.18,0.09,15-20,Secondary,Seeking Help
0.33,0.017,0.08,0.14,0.056,0.71,0.53,0.05,26-30,Tertiary,Isolation
0.42,0.016,0.12,0.16,0.012,0.49,0.54,0.11,26-30,Primary,Substance Use
0.27,0.018,0.11,0.17,0.039,0.73,0.46,0.12,26-30,Secondary,Socializing
0.37,0.02,0.08,0.15,0.056,0.62,0.49,0.11,26-30,Primary,Seeking Help
0.41,0.03,0.17,0.08,0.049,0.58,0.53,0.13,21-25,Primary,Exercise
0.4,0.017,0.13,0.15,0.051,0.63,0.36,0.1,15-20,Secondary,Seeking Help
0.3,0.014,0.09,0.16,0.06,0.57,0.45,0.18,21-25,No Formal Education,Seeking Help
0.08,0.011,0.09,0.26,0.053,0.57,0.43,0.06,15-20,Secondary,Seeking Help
0.1,0.017,0.14,0.11,0.036,0.55,0.44,0.06,21-25,Primary,Exercise
0.34,0.011,0.15,0.24,0.062,0.61,0.41,0.08,21-25,Primary,Seeking Help
0.35,0.017,0.15,0.2,0.077,0.67,0.39,0.1,26-30,Primary,Seeking Help
0.44,0.012,0.14,0.16,0.065,0.57,0.5,0.11,21-25,Secondary,Seeking Help
0.29,0.012,0.13,0.24,0.07,0.48,0.37,0.05,26-30,Secondary,Seeking Help
0.22,0.022,0.17,0.15,0.032,0.51,0.35,0.03,21-25,Tertiary,Exercise
0.43,0.02,0.15,-0.0,0.045,0.69,0.44,0.22,15-20,Tertiary,Socializing
0.38,0.018,0.13,0.14,0.048,0.47,0.34,0.14,26-30,Tertiary,Socializing
0.28,0.021,0.13,0.19,0.041,0.52,0.5,0.1,21-25,Primary,Seeking Help
0.13,0.017,0.07,0.17,0.086,0.57,0.18,0.02,15-20,Primary,Socializing
0.34,0.022,0.1,0.12,0.036,0.63,0.58,0.0,15-20,Primary,Socializing
0.45,0.017,0.08,0.09,0.039,0.49,0.23,0.12,15-20,Secondary,Socializing
0.48,0.024,0.13,0.22,0.042,0.7,0.54,0.19,21-25,Primary,Exercise
0.3,0.02,0.06,0.06,0.071,0.78,0.31,0.1,26-30,Secondary,Seeking Help
0.39,0.024,0.16,0.15,0.05,0.67,0.48,0.12,21-25,Primary,Exercise
0.28,0.015,0.19,0.17,0.033,0.7,0.36,0.05,15-20,No Formal Education,Substance Use
0.39,0.014,0.12,0.11,0.047,0.56,0.48,0.1,26-30,Primary,Seeking Help
0.38,0.014,0.1,0.18,0.047,0.48,0.28,0.07,21-25,Primary,Isolation
0.12,0.021,0.1,0.19,0.02,0.67,0.42,0.13,26-30,Primary,Seeking Help
0.29,0.018,0.06,0.13,0.052,0.65,0.32,0.21,21-25,Primary,Isolation
0.16,0.02,0.14,0.2,0.055,0.58,0.15,0.04,21-25,Primary,Seeking Help
0.36,0.028,0.12,0.19,0.019,0.62,0.44,0.04,15-20,Primary,Exercise
0.3,0.008,0.13,0.19,0.053,0.61,0.36,0.11,15-20,Secondary,Exercise
0.33,0.025,0.12,0.23,0.07,0.6,0.33,0.06,26-30,Primary,Socializing
0.37,0.02,0.12,0.09,0.035,0.65,0.26,0.08,15-20,Primary,Substance Use
0.34,0.025,0.08,0.04,0.056,0.43,0.38,0.07,15-20,Secondary,Exercise
0.35,0.011,0.14,0.22,0.081,0.57,0.58,0.03,21-25,Primary,Substance Use
0.43,0.017,0.17,0.14,0.084,0.6,0.47,0.09,26-30,Primary,Exercise
0.29,0.022,0.11,0.14,0.063,0.54,0.46,0.04,15-20,Primary,Seeking Help
0.36,0.017,0.1,0.15,0.08,0.73,0.35,0.14,21-25,Secondary,Seeking Help
0.19,0.022,0.16,0.07,0.069,0.54,0.56,0.15,26-30,Primary,Seeking Help
0.27,0.025,0.08,0.12,0.019,0.49,0.28,0.02,21-25,No Formal Education,Seeking Help
0.47,0.025,0.14,0.11,0.051,0.61,0.25,0.12,21-25,Tertiary,Substance Use
0.2,0.011,0.16,0.11,0.054,0.53,0.53,0.01,15-20,Tertiary,Exercise
0.38,0.015,0.15,0.09,0.062,0.63,0.33,0.07,21-25,No Formal Education,Substance Use
0.42,0.014,0.07,0.15,0.023,0.49,0.43,0.12,15-20,Primary,Isolation
0.32,0.022,0.12,0.13,0.055,0.57,0.3,0.16,26-30,Primary,Isolation
0.33,0.026,0.11,0.26,0.02,0.71,0.55,0.17,21-25,No Formal Education,Isolation
0.17,0.015,0.08,0.16,0.063,0.63,0.4,0.1,21-25,Tertiary,Seeking Help
0.4,0.017,0.12,0.17,0.024,0.74,0.3,0.05,21-25,Primary,Socializing
0.24,0.026,0.14,0.13,0.02,0.74,0.31,0.04,21-25,Tertiary,Substance Use
0.35,0.024,0.13,0.16,0.032,0.56,0.4,0.13,21-25,Secondary,Seeking Help
0.35,0.02,0.2,0.21,0.032,0.56,0.36,0.17,21-25,Tertiary,Seeking Help
0.14,0.031,0.18,0.17,0.027,0.62,0.34,0.16,21-25,Primary,Socializing
0.3,0.021,0.12,0.14,0.058,0.7,0.52,0.12,26-30,Tertiary,Socializing
0.22,0.018,0.12,0.08,0.057,0.5,0.45,0.14,15-20,Secondary,Substance Use
0.31,0.011,0.12,0.18,0.045,0.67,0.5,0.05,21-25,Tertiary,Exercise
0.42,0.004,0.16,0.1,0.045,0.6,0.49,0.2,21-25,Tertiary,Substance Use
0.35,0.028,0.07,0.1,0.017,0.51,0.33,0.14,15-20,Secondary,Exercise
0.32,0.011,0.13,0.07,0.052,0.64,0.46,0.14,21-25,Secondary,Seeking Help
0.36,0.018,0.06,0.12,0.056,0.58,0.38,0.08,21-25,Tertiary,Seeking Help
0.21,0.015,0.13,0.32,0.054,0.66,0.22,0.11,21-25,Primary,Exercise
0.38,0.008,0.12,0.18,0.042,0.64,0.25,0.17,15-20,Secondary,Seeking Help
0.29,0.025,0.17,0.09,0.075,0.47,0.27,0.05,21-25,Secondary,Exercise
0.06,0.021,0.13,0.2,0.039,0.44,0.39,0.12,15-20,Secondary,Exercise
0.45,0.014,0.14,0.12,0.049,0.29,0.25,0.02,21-25,Primary,Exercise
0.29,0.017,0.16,0.1,0.055,0.79,0.37,0.08,15-20,Secondary,Socializing
0.23,0.016,0.14,0.13,0.034,0.66,0.35,0.12,21-25,Secondary,Exercise
0.51,0.015,0.11,0.14,0.057,0.64,0.36,0.12,26-30,Primary,Socializing
0.34,0.026,0.08,0.16,0.032,0.46,0.51,0.13,26-30,Tertiary,Isolation
0.18,0.018,0.1,0.18,0.06,0.56,0.4,0.07,21-25,Primary,Seeking Help
0.22,0.012,0.17,0.11,0.045,0.47,0.54,0.12,26-30,Secondary,Seeking Help
0.31,0.02,0.11,0.15,0.0,0.6,0.51,0.09,15-20,Secondary,Seeking Help
0.44,0.023,0.1,0.12,0.069,0.58,0.26,0.15,21-25,Primary,Seeking Help
0.28,0.015,0.15,0.08,0.042,0.55,0.47,0.14,26-30,Secondary,Exercise
0.34,0.025,0.11,0.14,0.071,0.65,0.32,0.07,21-25,Primary,Isolation
0.4,0.024,0.05,0.08,0.051,0.61,0.37,0.12,15-20,Secondary,Isolation
0.25,0.017,0.07,0.18,0.105,0.59,0.45,0.08,21-25,No Formal Education,Seeking Help
0.29,0.012,0.1,0.07,0.025,0.6,0.36,0.05,15-20,Secondary,Isolation
0.33,0.024,0.15,0.11,0.069,0.59,0.55,0.17,15-20,Secondary,Seeking Help
0.23,0.026,0.14,0.12,0.06,0.57,0.57,0.12,26-30,Primary,Seeking Help
0.23,0.015,0.1,0.17,0.031,0.61,0.39,0.12,21-25,Tertiary,Seeking Help
0.38,0.017,0.12,0.18,0.028,0.6,0.37,0.07,21-25,Tertiary,Socializing
0.42,0.022,0.13,0.17,0.074,0.39,0.45,0.07,15-20,Secondary,Isolation
0.29,0.026,0.06,0.1,0.02,0.56,0.21,0.08,15-20,Secondary,Exercise
0.29,0.029,0.06,0.12,0.063,0.5,0.3,0.1,15-20,Secondary,Socializing
0.28,0.016,0.12,0.09,0.071,0.54,0.3,0.22,26-30,Secondary,Substance Use
0.27,0.023,0.12,0.15,0.065,0.62,0.24,0.07,15-20,Secondary,Socializing
0.23,0.022,0.14,0.24,0.02,0.63,0.28,0.12,21-25,Primary,Seeking Help
0.09,0.024,0.05,0.13,0.036,0.43,0.61,0.0,21-25,Tertiary,Seeking Help
0.13,0.012,0.13,0.1,0.028,0.5,0.28,0.09,26-30,Tertiary,Socializing
0.4,0.021,0.09,0.16,0.07,0.74,0.6,0.07,26-30,Secondary,Exercise
0.46,0.01,0.13,0.15,0.064,0.62,0.51,0.09,26-30,Secondary,Seeking Help
0.2,0.026,0.08,0.18,0.036,0.64,0.18,0.13,26-30,Secondary,Seeking Help
0.3,0.021,0.15,0.14,0.031,0.57,0.32,0.15,21-25,Secondary,Socializing
0.3,0.02,0.15,0.16,0.075,0.7,0.49,0.16,15-20,Tertiary,Socializing
0.27,0.019,0.11,0.18,0.056,0.64,0.27,0.21,21-25,Secondary,Socializing
0.28,0.027,0.06,0.15,0.08,0.78,0.52,0.04,21-25,Tertiary,Seeking Help
0.36,0.014,0.15,0.21,0.039,0.58,0.43,0.07,21-25,Secondary,Seeking Help
0.46,0.02,0.13,0.14,0.041,0.72,0.54,0.1,15-20,Secondary,Exercise
0.34,0.027,0.18,0.18,0.046,0.51,0.52,0.1,15-20,Secondary,Seeking Help
0.36,0.018,0.13,0.19,0.065,0.63,0.3,0.15,26-30,Secondary,Socializing
0.3,0.03,0.16,0.11,0.07,0.59,0.22,0.11,21-25,Tertiary,Seeking Help
0.39,0.028,0.13,0.17,0.061,0.6,0.29,0.04,26-30,Secondary,Exercise
0.38,0.026,0.05,0.1,0.053,0.43,0.27,0.05,15-20,Primary,Seeking Help
0.26,0.02,0.09,0.1,0.06,0.52,0.53,0.08,21-25,Secondary,Socializing
0.35,0.029,0.08,0.24,0.052,0.71,0.19,0.18,26-30,Secondary,Substance Use
0.24,0.029,0.06,0.22,0.044,0.56,0.66,0.11,21-25,Primary,Substance Use
0.29,0.015,0.13,0.14,0.092,0.59,0.58,0.09,26-30,Secondary,Socializing
0.18,0.024,0.12,0.21,0.078,0.46,0.4,0.05,21-25,Tertiary,Socializing
0.55,0.02,0.09,0.22,0.063,0.57,0.48,0.2,15-20,Secondary,Exercise
0.57,0.021,0.13,0.03,0.047,0.78,0.61,0.1,26-30,Primary,Isolation
0.37,0.017,0.08,0.2,0.026,0.68,0.4,0.16,21-25,Secondary,Seeking Help
0.35,0.026,0.15,0.1,0.05,0.59,0.25,0.04,21-25,Secondary,Isolation
0.3,0.03,0.17,0.19,0.028,0.71,0.51,0.2,15-20,Secondary,Seeking Help
0.2,0.018,0.17,0.19,0.061,0.54,0.2,0.03,21-25,No Formal Education,Seeking Help
0.23,0.017,0.13,0.13,0.058,0.48,0.39,0.16,21-25,Primary,Seeking Help
0.35,0.022,0.1,0.22,0.063,0.56,0.39,0.11,21-25,Secondary,Isolation
0.4,0.022,0.11,0.24,0.063,0.76,0.38,0.11,15-20,Secondary,Socializing
0.25,0.017,0.11,0.18,0.027,0.56,0.48,0.11,21-25,No Formal Education,Socializing
0.39,0.024,0.17,0.16,0.058,0.58,0.2,0.19,21-25,Primary,Exercise
0.22,0.023,0.14,0.17,0.068,0.72,0.4,0.13,26-30,Primary,Seeking Help
0.33,0.023,0.08,0.09,0.058,0.6,0.39,0.05,15-20,Primary,Exercise
0.37,0.028,0.16,0.16,0.048,0.56,0.1,0.05,21-25,Primary,Isolation
0.51,0.023,0.1,0.17,0.031,0.42,0.49,0.06,21-25,Secondary,Socializing
0.38,0.019,0.13,0.17,0.023,0.62,0.44,0.06,15-20,Primary,Socializing
0.23,0.02,0.15,0.16,0.023,0.72,0.36,0.19,21-25,Tertiary,Substance Use
0.29,0.011,0.12,0.12,0.079,0.59,0.27,0.12,21-25,No Formal Education,Socializing
0.19,0.016,0.1,0.13,0.033,0.68,0.37,0.1,21-25,Tertiary,Socializing
0.4,0.026,0.1,0.11,0.067,0.6,0.57,0.12,15-20,Primary,Exercise
0.29,0.026,0.09,0.07,0.057,0.71,0.55,0.14,26-30,Primary,Socializing
0.26,0.022,0.1,0.1,0.029,0.48,0.36,0.16,21-25,Tertiary,Seeking Help
0.24,0.021,0.11,0.06,0.038,0.65,0.57,0.18,21-25,Secondary,Seeking Help
0.21,0.014,0.12,0.16,0.028,0.55,0.59,0.06,21-25,Primary,Socializing
0.23,0.013,0.14,0.11,0.055,0.59,0.42,0.2,21-25,Primary,Isolation
0.46,0.021,0.12,0.07,0.044,0.54,0.49,0.14,21-25,Primary,Seeking Help
0.3,0.022,0.11,0.13,0.048,0.72,0.44,0.1,21-25,Primary,Seeking Help
0.49,0.015,0.14,0.23,0.025,0.56,0.32,0.03,15-20,Primary,Seeking Help
0.25,0.019,0.12,0.12,0.098,0.54,0.29,0.13,15-20,Secondary,Isolation
0.43,0.026,0.15,0.13,0.025,0.79,0.45,0.09,15-20,Primary,Socializing
0.21,0.022,0.14,0.22,0.053,0.5,0.56,0.12,21-25,Tertiary,Socializing
0.43,0.02,0.05,0.19,0.033,0.59,0.46,0.03,26-30,No Formal Education,Exercise
0.4,0.016,0.12,0.2,0.068,0.62,0.5,0.08,21-25,Secondary,Seeking Help
0.3,0.029,0.15,0.15,0.066,0.72,0.55,0.14,26-30,Primary,Socializing
0.16,0.028,0.12,0.13,0.065,0.59,0.43,0.0,21-25,Secondary,Seeking Help
0.37,0.02,0.13,0.14,0.033,0.49,0.35,0.05,15-20,Primary,Seeking Help
0.32,0.012,0.09,0.16,0.047,0.64,0.23,0.02,21-25,Secondary,Substance Use
0.22,0.025,0.13,0.16,0.044,0.51,0.39,0.11,21-25,Secondary,Socializing
0.42,0.024,0.16,0.08,0.048,0.45,0.33,0.15,21-25,Tertiary,Socializing
0.33,0.015,0.09,0.12,0.045,0.49,0.32,0.07,15-20,No Formal Education,Substance Use
0.32,0.01,0.13,0.15,0.019,0.71,0.3,0.11,15-20,Tertiary,Substance Use
0.3,0.017,0.09,0.13,0.049,0.68,0.22,0.2,26-30,Secondary,Socializing
0.22,0.017,0.13,0.12,0.045,0.77,0.5,0.12,15-20,Primary,Seeking Help
0.31,0.025,0.07,0.24,0.048,0.43,0.39,0.09,21-25,Tertiary,Isolation
0.29,0.023,0.1,0.26,0.026,0.54,0.39,0.11,26-30,Primary,Substance Use
0.41,0.025,0.14,0.25,0.01,0.66,0.51,0.1,15-20,Primary,Socializing
0.22,0.019,0.11,0.14,0.038,0.61,0.31,0.13,15-20,Primary,Seeking Help
0.37,0.02,0.12,0.13,0.02,0.52,0.56,0.12,26-30,Primary,Socializing
0.21,0.019,0.15,0.11,0.029,0.5,0.37,0.11,21-25,Secondary,Isolation
0.29,0.023,0.13,0.17,0.059,0.66,0.24,0.13,21-25,Secondary,Substance Use
0.33,0.02,0.14,0.13,0.062,0.55,0.33,0.2,21-25,Primary,Exercise
0.29,0.026,0.08,0.2,0.035,0.69,0.44,0.16,26-30,Secondary,Isolation
0.39,0.026,0.11,0.12,0.048,0.53,0.41,0.22,21-25,Primary,Socializing
0.28,0.015,0.11,0.15,0.009,0.58,0.28,0.01,15-20,No Formal Education,Substance Use
0.36,0.023,0.13,0.21,0.05,0.59,0.42,0.18,21-25,Tertiary,Exercise
0.29,0.02,0.12,0.11,0.06,0.55,0.39,0.05,26-30,No Formal Education,Socializing
0.23,0.016,0.12,0.12,0.022,0.56,0.41,0.14,21-25,Secondary,Substance Use
0.43,0.016,0.13,0.09,0.013,0.51,0.53,0.05,15-20,Tertiary,Seeking Help
0.44,0.018,0.16,0.11,0.085,0.5,0.45,0.07,21-25,Secondary,Socializing
0.32,0.026,0.09,0.19,0.061,0.6,0.4,0.08,26-30,Secondary,Exercise
0.21,0.019,0.12,0.13,0.075,0.62,0.34,0.16,21-25,Primary,Isolation
0.28,0.03,0.1,0.19,0.076,0.5,0.33,0.12,15-20,Primary,Socializing
0.29,0.024,0.19,0.12,0.039,0.59,0.29,0.13,26-30,No Formal Education,Substance Use
0.36,0.022,0.06,0.21,0.012,0.67,0.48,0.0,26-30,Secondary,Exercise
0.46,0.018,0.09,0.07,0.02,0.49,0.47,0.1,15-20,Secondary,Seeking Help
0.48,0.015,0.09,0.18,0.08,0.61,0.55,0.12,21-25,Secondary,Exercise
0.26,0.026,0.15,0.16,0.04,0.66,0.57,0.1,15-20,Secondary,Socializing
0.36,0.019,0.17,0.14,0.062,0.62,0.41,0.09,21-25,No Formal Education,Exercise
0.4,0.015,0.13,0.07,0.042,0.55,0.37,0.09,26-30,Secondary,Exercise
0.32,0.016,0.13,0.13,0.078,0.53,0.2,0.12,21-25,Tertiary,Seeking Help
0.33,0.019,0.12,0.14,0.049,0.52,0.57,0.1,26-30,No Formal Education,Isolation
0.43,0.017,0.12,0.18,0.01,0.88,0.42,0.19,21-25,Tertiary,Isolation
0.24,0.015,0.15,0.17,0.008,0.59,0.48,0.04,21-25,Tertiary,Substance Use
0.34,0.016,0.09,0.11,0.041,0.59,0.43,0.1,15-20,Primary,Seeking Help
0.39,0.02,0.14,0.15,0.029,0.49,0.52,0.07,15-20,Secondary,Seeking Help
0.18,0.014,0.07,0.12,0.022,0.77,0.36,0.06,15-20,Secondary,Substance Use
0.14,0.018,0.15,0.13,0.055,0.53,0.28,0.13,15-20,Tertiary,Seeking Help
0.34,0.016,0.09,0.12,0.03,0.52,0.51,0.05,26-30,Primary,Seeking Help
0.47,0.019,0.1,0.18,0.029,0.64,0.48,0.19,15-20,Primary,Substance Use
0.34,0.019,0.16,0.17,0.072,0.45,0.4,0.11,15-20,Primary,Socializing
0.27,0.016,0.07,0.14,0.057,0.52,0.31,0.09,26-30,Secondary,Isolation
0.28,0.024,0.15,0.07,0.039,0.67,0.33,0.09,21-25,Secondary,Socializing
0.29,0.015,0.11,0.22,0.052,0.64,0.3,0.12,21-25,Secondary,Seeking Help
0.45,0.02,0.15,0.19,0.055,0.57,0.31,0.14,21-25,Primary,Exercise
0.35,0.027,0.13,0.16,0.041,0.54,0.41,0.09,15-20,Tertiary,Exercise
0.45,0.025,0.11,0.21,0.04,0.56,0.39,0.12,26-30,Primary,Exercise
0.45,0.008,0.09,0.13,0.087,0.54,0.31,0.01,26-30,Tertiary,Seeking Help
0.41,0.016,0.07,0.09,0.046,0.33,0.36,0.19,26-30,Secondary,Socializing
0.13,0.019,0.09,0.21,0.076,0.66,0.27,0.04,15-20,Secondary,Seeking Help
